"","OB39_et_16h","OB39_4OH_16h","OB39_et_96h","OB39_4OH_96h","OB41_et_16h","OB41_4OH_16h","OB41_et_96h","OB41_4OH_96h","adj.pval","pval","mean_diff_16h","mean_diff_96h","Name_long","X.x","Probe_Type","CHR","MAPINFO","Species","Genome_Build","N_Shelf","N_Shore","CpG_Island","S_Shore","S_Shelf","name","X.y","NCBI_Gene","NCBI_Transcript","NCBI_Feature"
"11",0.540926848126206,0.578339666787121,0.538784132141532,0.579105943897159,0.547418331921516,0.581586736658449,0.547902350248606,0.5881907363924,0.0118754360380665,6.00826053046726e-07,-0.0357906116989243,-0.0403050989497099,"cg28653141_52723582",7002,"cg","10",74990763,"Mus musculus","mm10",NA,"chr10:74991402-74991727",NA,NA,NA,"cg28653141",5240,"Rsph14;Gnaz","NM_001163534.1;NM_001163535.1;NM_001163533.1;NM_027730.1;XM_006514117.3;XM_006513237.2;NM_010311.3;XM_006513235.3;XM_006513236.1","tss_body"
"12",0.151439160928275,0.239205991547598,0.191782632534116,0.270223630321601,0.198729325130637,0.288802566216842,0.228484486108501,0.279420005865143,0.0118754360380665,6.02062806045146e-07,-0.088920035852764,-0.0646882587720635,"cg28655694_26678179",7054,"cg","10",75160352,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28655694",5291,"Bcr","NM_001081412.2;XM_006513060.3;XM_006513061.3","tss_body"
"13",0.555414772140749,0.587340119563891,0.549363710951292,0.616051324726333,0.562118380569193,0.621793498455717,0.570007880071261,0.626650704022937,0.0118754360380665,6.1254235341428e-07,-0.0458002326548334,-0.0616652188633583,"cg28675454_61763885",7432,"cg","10",76751080,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28675454",NA,NA,NA,NA
"14",0.0206926163571136,0.0496019994174522,0.0314112327272786,0.0584421901738529,0.026816652221279,0.0620213461722097,0.0315776201027311,0.0597646121264432,0.0118754360380665,7.09365639798118e-07,-0.0320570385056346,-0.0276089747351432,"cg28695229_75727896",7843,"cg","10",78413255,"Mus musculus","mm10",NA,NA,NA,"chr10:78412629-78413121",NA,"cg28695229",5959,"Rrp1","XM_006513338.2;NM_010925.2","tss_1500"
"15",0.54510062241284,0.584590932389262,0.546893870982587,0.589624722676041,0.536585596588297,0.58038189527041,0.545107244148502,0.590066066762736,0.0118754360380665,7.28616465066548e-07,-0.0416433043292669,-0.0438448371538442,"cg28732093_22653965",8869,"cg","10",81028747,"Mus musculus","mm10","chr10:81031112-81031665",NA,NA,NA,NA,"cg28732093",6865,"Slc39a3","NM_134135.1;XM_011243259.1;XM_006513026.2;XM_006513027.2;XM_006513025.2;XM_011243260.2;XM_006513024.1","tss_body"
"16",0.561652004052982,0.698848203620725,0.57119778472355,0.699875053193375,0.585728156724199,0.725512408955065,0.573920669383477,0.691703221797573,0.0118754360380665,7.57585678130424e-07,-0.138490225899305,-0.123229910441961,"cg28736097_91661437",8976,"cg","10",81232706,"Mus musculus","mm10",NA,"chr10:81233023-81233302",NA,NA,NA,"cg28736097",6966,"Zfr2","XR_001779403.1;XM_017313761.1;XR_001779402.1;NM_001034895.3","tss_1500"
"17",0.0156324508797677,0.129341694426933,0.0193099266607452,0.125036827549755,0.01587135677077,0.104631955021639,0.011658950995614,0.120835986182836,0.0118754360380665,8.59502202345458e-07,-0.101234920899017,-0.107451968038116,"cg28741605_77800821",9171,"cg","10",81473053,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28741605",7146,"Celf5","NM_001311127.1;XM_006513744.3;NM_001311126.1;XM_006513749.3;NM_001311124.1;XM_011243472.2;XM_006513743.3;NM_176954.3;XM_006513748.3;XM_006513747.1","tss_body;tss_200"
"18",0.105059208226652,0.0173711814787595,0.121519538933562,0.015824856338015,0.101228185974454,0.020460395278674,0.092419580104328,0.0214125882642271,0.0118754360380665,8.62385852528781e-07,0.0842279087218364,0.0883508372178237,"cg28748125_60753863",9309,"cg","10",82241145,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28748125",7270,"Zfp938","NM_001105557.2","tss_body"
"19",0.645717436738298,0.75055454679172,0.636868525381449,0.734432464869217,0.643860994453847,0.754541492472263,0.637167082176249,0.753396233868698,0.0118754360380665,9.03158924997136e-07,-0.107758804035919,-0.106896545590109,"cg28750013_86606250",9335,"cg","10",82586115,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28750013",NA,NA,NA,NA
"20",0.647193480907737,0.436394352801645,0.658051898643992,0.445747338441644,0.676640923761386,0.456691903928342,0.64808947092551,0.51555737747731,0.0118754360380665,9.24849846689737e-07,0.215374073969567,0.172418326825274,"cg28778294_66674547",9756,"cg","10",85097045,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28778294",7601,"Fhl4","NM_010214.4","tss_body"
"21",0.539983249221695,0.693794626779675,0.551665787265038,0.656411149305863,0.562419083060447,0.701359234592596,0.55356804769163,0.669690135649135,0.0118754360380665,1.0031155138151e-06,-0.146375764545065,-0.110433724999165,"cg28803475_3809390",10085,"cg","10",87979880,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28803475",NA,NA,NA,NA
"22",0.815477540273536,0.884915056106108,0.810877692549047,0.89535309390374,0.797676262135678,0.870042459974881,0.810289348835472,0.865484800416564,0.0118754360380665,1.00840503330013e-06,-0.0709018568358872,-0.0698354264678923,"cg28810352_83767820",10175,"cg","10",88672998,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28810352",NA,NA,NA,NA
"23",0.725254814435719,0.766912775011736,0.719266679751459,0.76319267489229,0.758124523688154,0.804379935677682,0.750515721392962,0.792046360209677,0.0127397126777967,1.13349321001123e-06,-0.0439566862827723,-0.0427283169787732,"cg28876602_90642104",11047,"cg","10",95514200,"Mus musculus","mm10",NA,"chr10:95514662-95515893",NA,NA,NA,"cg28876602",8620,"LOC108167829;Ube2n","XR_001779843.1;NM_080560.3;XM_006514344.3","tss_body;tss_1500"
"24",0.782298951027419,0.897860880533371,0.748984176592761,0.902678687066209,0.768953025897218,0.891933322294142,0.786411839921885,0.907530304456247,0.0127397126777967,1.19118625441922e-06,-0.119271112951438,-0.137406487503905,"cg28877906_16697308",11075,"cg","10",95616520,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28877906",NA,NA,NA,NA
"25",0.642097650758679,0.50512461836679,0.645999876049892,0.498199305906073,0.633323810996293,0.547831398418691,0.622641652249162,0.527139235819564,0.0127397126777967,1.25672448595073e-06,0.111232722484745,0.121651493286708,"cg28892179_12809190",11282,"cg","10",97424110,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28892179",8715,"Gm34114","XR_380718.2;XR_380717.2;XR_871980.2","tss_body"
"26",0.829435434331791,0.861238969446616,0.838204259044001,0.903944499157989,0.817597462707925,0.87383903367907,0.825036122045991,0.906339221714412,0.0127397126777967,1.34730967702064e-06,-0.0440225530429855,-0.073521669891205,"cg28974491_3667140",12171,"cg","10",110393780,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28974491",9266,"Nav3","XM_017313946.1;XM_017313947.1","tss_body"
"27",0.737399762153777,0.643139312773008,0.717381894315594,0.640560688987637,0.725156444627229,0.605766152088849,0.739818805465967,0.598801326413054,0.0127397126777967,1.39969333595132e-06,0.106825370959574,0.108919342190435,"cg28998772_28757116",12451,"cg","10",113089816,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg28998772",NA,NA,NA,NA
"28",0.69683629535108,0.521771124255977,0.649547499342434,0.519840099532819,0.681670719685951,0.54616967211301,0.694807950444959,0.565842207903974,0.0127397126777967,1.48501634403916e-06,0.155283109334022,0.1293365711753,"cg29020274_90716891",12645,"cg","10",116079369,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29020274",9538,"Ptprr","XM_006513382.1;NM_011217.2","tss_body"
"29",0.611539459192457,0.724990800036736,0.65094039682004,0.7229554109813,0.598896641723366,0.699710964805792,0.607690102251098,0.698630349211736,0.0127397126777967,1.50901451019372e-06,-0.107132831963353,-0.0814776305609491,"cg29066112_90616539",13233,"cg","10",119834915,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29066112",9942,"Grip1;Grip1os1","XM_017314126.1;XM_006514238.2;XM_006514242.3;NM_133442.2;NM_001277292.1;NM_001277293.1;XM_006514239.2;XM_006514235.2;XM_006514237.2;XM_006514234.2;XM_006514236.2;XM_006514233.2;XM_006514232.2;XR_380451.2;XM_006514231.2;XR_380450.2;NM_130891.2;NM_001277294.1;NM_028736.2;NR_131760.1","tss_body"
"30",0.870449387089617,0.801752744645702,0.866554396499809,0.781428859681607,0.848223813779045,0.796662084456408,0.863600470472228,0.778931436884828,0.0127397126777967,1.52016847116397e-06,0.0601291858832762,0.0848972852028009,"cg29124028_90732320",13834,"cg","10",125417522,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29124028",NA,NA,NA,NA
"31",0.84545577134964,0.776040315172573,0.82820045978188,0.779532710160994,0.828971936954562,0.782430182701532,0.839347199296975,0.757977519689305,0.0127397126777967,1.58694984567392e-06,0.0579786052150484,0.065018714614278,"cg29128925_96771181",13859,"cg","10",125969555,"Mus musculus","mm10",NA,NA,NA,NA,"chr10:125966085-125966921","cg29128925",10409,"Lrig3","NM_177152.5","tss_body"
"32",0.685015864592709,0.773009080706704,0.696346119764485,0.778605167552988,0.690182276473002,0.770387802809366,0.681722674747431,0.760297297296115,0.0127397126777967,1.60942823498237e-06,-0.0840993712251799,-0.0804168351685941,"cg29163564_2776469",14638,"cg","10",128569363,"Mus musculus","mm10",NA,"chr10:128570120-128570359",NA,NA,"chr10:128565283-128566452","cg29163564",NA,NA,NA,NA
"33",0.33884773690691,0.376364381476849,0.369138055703437,0.38828224177301,0.345531691027382,0.361771098744201,0.360455284399523,0.384267542517165,0.0127397126777967,1.62269288629581e-06,-0.0268780261433789,-0.021478222093607,"cg29163799_23748312",14648,"cg","10",128584419,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29163799",11090,"Erbb3","NM_010153.1","tss_body"
"34",0.204585873502678,0.141078132545992,0.22776530819994,0.132676007097571,0.251436249909223,0.155000124036813,0.235734972110646,0.166619154940425,0.0129577996452515,1.70316025380897e-06,0.0799719334145477,0.0821025591362951,"cg29183355_8705972",15301,"cg","11",3762438,"Mus musculus","mm10",NA,NA,NA,"chr11:3761708-3762351",NA,"cg29183355",11540,"Osbp2","XM_017314809.1;XM_011243766.2;XM_011243768.2;XM_017314810.1;XM_011243770.2;XM_011243771.1;XM_011243769.2;NM_152818.2;XM_011243763.1;XM_011243764.1;XM_006514849.3;XM_017314808.1;XM_011243765.1;XM_006514851.3;XM_006514860.3;XM_011243767.1","tss_body;tss_1500"
"35",0.776710237057369,0.698852456182411,0.768828616862368,0.702736687351035,0.769178829890845,0.710197896566979,0.770426547792157,0.718837322358473,0.0129577996452515,1.75049979382513e-06,0.0684193570994123,0.0588405774725085,"cg29213832_83676173",15894,"cg","11",6351914,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29213832",12052,"Ogdh","NM_010956.4;NM_001252282.1;NM_001252283.1;NM_001252287.1;XM_006514586.3;XM_006514583.3;XM_006514585.2;XM_006514582.2;XM_006514584.3;NM_001252288.1;XM_017314337.1","tss_body"
"36",0.550820181670976,0.593669890403785,0.544928520051714,0.5931985498562,0.555026245551041,0.601741093465594,0.543907255007686,0.587011888347578,0.013232739871639,1.88587181382184e-06,-0.0447822783236809,-0.0456873315721891,"cg29232106_13706915",16131,"cg","11",8571600,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29232106",12204,"Tns3","XM_011243728.2;XM_011243727.1;XM_017314607.1;NM_001083587.1;XM_006514741.2;XM_006514735.3;XR_380972.3","tss_body"
"37",0.660991308226023,0.735587713137981,0.675231276603282,0.738576566381332,0.625235736513689,0.702030192669742,0.639673877652297,0.688647343780553,0.013232739871639,1.93980052132809e-06,-0.0756954305340054,-0.0561593779531531,"cg29248912_11736223",16280,"cg","11",11548262,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29248912",NA,NA,NA,NA
"38",0.269995179583556,0.336134555731858,0.323750539938194,0.371292504445925,0.313616549153563,0.375994130423785,0.319427401677644,0.389486870497771,0.013232739871639,1.97847735363068e-06,-0.0642584787092622,-0.0588007166639293,"cg29317552_21667878",17050,"cg","11",22445492,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29317552",NA,NA,NA,NA
"39",0.650871534818807,0.595977592084799,0.602032704392642,0.562088232096684,0.627441255443525,0.560032278950599,0.592962538520264,0.556769912454627,0.013232739871639,1.99194407559738e-06,0.0611514596134675,0.0380685491807973,"cg29495261_38684209",19062,"cg","11",48600165,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29495261",NA,NA,NA,NA
"40",0.921517410317506,0.786828623643732,0.924450066169963,0.827241374365383,0.92572108499191,0.814875917282872,0.9202906749348,0.814407827021009,0.0134389050524709,2.07484966959818e-06,0.122766977191406,0.101545769859185,"cg29596374_80743315",20804,"cg","11",58962214,"Mus musculus","mm10",NA,NA,"chr11:58961795-58962215","chr11:58961795-58962215",NA,"cg29596374",15592,"Trim17;Gm12260","XM_011249157.2;XM_006533811.3;NM_001318003.2","tss_body"
"41",0.340098710777874,0.167346066739396,0.362651725982166,0.133357558364665,0.356195165345766,0.125840361487311,0.35611547155766,0.129548725102282,0.0136489719501706,2.1599642196563e-06,0.201553723948467,0.22793045703644,"cg29604904_40612374",20970,"cg","11",59571762,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29604904",15739,"Olfr222","NM_001011789.1","tss_200"
"42",0.409699504198954,0.309914834098211,0.424691203334617,0.348340716896384,0.433427160133894,0.326566287845397,0.427111033740994,0.34373182441169,0.0144417695608858,2.41475111610328e-06,0.10332277119462,0.0798648478837688,"cg29604948_89697871",20974,"cg","11",59576036,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29604948",NA,NA,NA,NA
"43",0.586720018540012,0.631312904360499,0.590561011683269,0.641304635721542,0.585358483551651,0.624650168779623,0.596746555658353,0.633327947905482,0.0144417695608858,2.4274993188369e-06,-0.0419422855242301,-0.0436625081427009,"cg29748854_86663215",23590,"cg","11",73353868,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29748854",17949,"Olfr20","NM_146923.2","tss_body"
"44",0.479307207439368,0.73268137799877,0.487216675100753,0.719558642226089,0.479871483428289,0.698773792843716,0.464822612520055,0.70079648341264,0.0144417695608858,2.50377477228325e-06,-0.236138239987414,-0.23415791900896,"cg29794861_68716543",24638,"cg","11",77976389,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29794861",18865,"Sez6","XM_006532637.1;XM_006532636.1;NM_001291225.1;NM_021286.4;XM_006532639.3;XM_006532640.2","tss_body"
"45",0.123023581832143,0.221761061452353,0.126984919631009,0.21359709261332,0.139799335179809,0.19220488310661,0.13748896436648,0.215766578455409,0.0144417695608858,2.5259746360031e-06,-0.0755715137735053,-0.0824448935356201,"cg29836353_55682457",25346,"cg","11",81897666,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29836353",19467,"Asic2;LOC108167853","NM_001034013.2;XR_001780120.1","tss_body"
"46",0.27944925345221,0.350051852497499,0.268503773194837,0.384666099284856,0.273613112973566,0.378364922804474,0.291063356657624,0.399870244098134,0.0144417695608858,2.5925455154734e-06,-0.0876772044380983,-0.112484606765265,"cg29853405_51747409",25665,"cg","11",83694518,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29853405",19719,"Gm11430","XR_001780135.1","tss_1500"
"47",0.530011980292874,0.49634204708021,0.525960136386141,0.467407256115715,0.524321986129091,0.480651681031748,0.505614901582352,0.459104526588528,0.0144417695608858,2.70390976475906e-06,0.0386701191550037,0.0525316276321248,"cg29868439_45767245",25909,"cg","11",85171057,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg29868439",19911,"1700125H20Rik","XM_006534343.3;XM_011249281.2;XM_006534344.3;XM_006534339.3;XM_006534341.3;XM_006534340.3;NM_028589.1;XM_006534342.3","tss_body;tss_200"
"48",0.721421841501947,0.801847546984412,0.732516872387595,0.817130648665762,0.728213167457575,0.818667997321132,0.73843420718567,0.82229551001614,0.0144417695608858,2.72203579693444e-06,-0.0854402676730107,-0.0842375395543188,"cg29925585_30665107",26872,"cg","11",90388005,"Mus musculus","mm10","chr11:90390735-90391186","chr11:90389629-90389855",NA,NA,NA,"cg29925585",20693,"Hlf","XM_006533006.1;XM_006533007.2;XM_006533005.3;XM_006533004.1;NM_172563.3","tss_body"
"49",0.16889299123854,0.0998820941435378,0.145295268980003,0.0833034144040262,0.133284695254371,0.0725804082778141,0.12858782709717,0.0819838550523127,0.0144417695608858,2.73136191817033e-06,0.0648575920357792,0.0542979133104172,"cg30029645_51754215",28806,"cg","11",100006819,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30029645",NA,NA,NA,NA
"50",0.284381910728164,0.181572068021955,0.284027237909941,0.173571284437046,0.276036271966046,0.189320505669051,0.267920964473522,0.176049914549127,0.0145584590813184,2.80962380275711e-06,0.0947628045016019,0.101163501698645,"cg30046176_10741255",29251,"cg","11",101176743,"Mus musculus","mm10",NA,NA,NA,NA,"chr11:101173668-101174298","cg30046176",22702,"Cntnap1;Ccr10","XM_006533728.3;NM_007721.4;XM_006533730.3;NM_016782.2;XM_006533729.3","tss_body;tss_1500"
"51",0.71158916317187,0.783535113438847,0.706225156377359,0.816442932014365,0.700118226671611,0.794396576287801,0.700987680226992,0.783805777993503,0.0147308382344298,2.90830462064689e-06,-0.0831121499415837,-0.0965179367017588,"cg30058245_11730281",29526,"cg","11",102054227,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30058245",22924,"Cd300lg;Gm39393","NM_027987.3;NM_001160713.1;NM_001160712.1;NM_001160711.1;XR_880224.2","tss_body;tss_1500"
"52",0.655548986629527,0.723169514473016,0.665723067586066,0.732433288412291,0.640040954290999,0.736742498714153,0.656386252729875,0.719901825655794,0.0147308382344298,2.95660674300164e-06,-0.082161036133321,-0.0651128968760719,"cg30165687_82764339",31259,"cg","11",111666846,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30165687",NA,NA,NA,NA
"53",0.782795350183118,0.836212303536225,0.754791696677162,0.836150152998789,0.754477168324641,0.838734701466115,0.76111518028383,0.842367144049998,0.0151668346268904,3.1543858530289e-06,-0.0688372432472907,-0.081305210043898,"cg30198304_96713404",31596,"cg","11",114485881,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30198304",24657,"Gm39471","XR_880306.1","tss_1500"
"54",0.604120071441062,0.571276304684757,0.592212282589938,0.549593676259007,0.594456631928675,0.546654382401813,0.588856393191498,0.541900348483194,0.0151668346268904,3.21300685931334e-06,0.0403230081415834,0.0447873255196174,"cg30298722_96806477",33772,"cg","11",120933378,"Mus musculus","mm10",NA,NA,NA,"chr11:120932612-120932994",NA,"cg30298722",26524,"LOC105243655;Ccdc57","XR_880367.1;XR_880366.1;NM_027745.1;XR_001780052.1;XR_388531.1;XR_001780051.1;XR_001780053.1;XM_006534233.1;XM_006534236.1;XM_006534235.1;XM_006534238.3;XM_006534240.3","tss_body;tss_1500"
"55",0.144805800813178,0.31683875670968,0.145761198497532,0.317576802816334,0.171331215915741,0.288420213193205,0.152901595021299,0.28282848915366,0.0151668346268904,3.21973701175293e-06,-0.144560976586983,-0.150871249225581,"cg30419817_58749470",35255,"cg","12",18515341,"Mus musculus","mm10",NA,NA,NA,"chr12:18514210-18515044",NA,"cg30419817",27561,"5730507C01Rik","XM_011243861.1;NM_001033157.4;NM_001201330.1","tss_body"
"56",0.383671467136941,0.616489254522182,0.407191001028073,0.585999968437739,0.434510174226811,0.626979463090494,0.438622794581672,0.691010587826872,0.0151957669152155,3.31544596668194e-06,-0.212643538124463,-0.215598380327433,"cg30437550_44787894",35290,"cg","12",20845706,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30437550",27576,"Gm6626","XR_001780516.1","tss_body"
"57",0.174612196355729,0.208957653790134,0.208063752804724,0.225696931469855,0.171556296860465,0.219718150098262,0.211854362229889,0.233921492540891,0.0151957669152155,3.40564954144442e-06,-0.0412536553361006,-0.0198501544880666,"cg30464312_17625187",35463,"cg","12",24780855,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30464312",NA,NA,NA,NA
"58",0.815680834980792,0.723162190449879,0.824517421975222,0.693140773691729,0.789931310625417,0.668472834087521,0.81204292768705,0.654726553644316,0.0151957669152155,3.40690311996574e-06,0.106988560534405,0.144346511163113,"cg30617692_41632429",36977,"cg","12",49170140,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30617692",NA,NA,NA,NA
"59",0.133543887486132,0.059988062719846,0.137488218516998,0.0461348947427861,0.135785706381971,0.0651891548026358,0.146509238790838,0.069538805680887,0.0151957669152155,3.46048837046847e-06,0.0720761881728106,0.0841618784420813,"cg30768353_45610440",38414,"cg","12",71111405,"Mus musculus","mm10",NA,NA,"chr12:71111371-71111657",NA,NA,"cg30768353",29695,"Tomm20l","NM_029227.1","tss_200"
"60",0.882991286088848,0.617132783344982,0.880233377653088,0.604790719592286,0.880106583643804,0.693266408883591,0.912223246333498,0.706931342635859,0.0153735897321559,3.56032215255924e-06,0.226349338752039,0.240367280879221,"cg30794024_96694222",38775,"cg","12",73551341,"Mus musculus","mm10",NA,NA,NA,NA,NA,"cg30794024",29948,"2210039B01Rik","NR_044985.1","tss_body"
